Accident_ID,Type,Date,the speed,A. Minor injuries,A. Serious injuries,p. death injuries,A. Medium injuries,lanes of the road,road surface,Vehicle Nationality,category of licenses,road type,the lighting,the weather,Road properties,driver error,Conservative,Vehicle class,accident date,number of vehicles,age of the driver,Driver's gender
2411804,shocked,5/5/2021 17:03,40,1,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Failure to observe the stop sign,Capital Governorate Amman,mini ride on car,5/5/2021 17:03,2,57.0,Male
2411804,shocked,5/5/2021 17:03,40,1,0,0,0,Two-way separated by a central island,dry,Jordan,Degree,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,5/5/2021 17:03,2,121.0,in
2413614,shocked,8/5/2021 18:44,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,mini ride on car,8/5/2021 18:44,2,,Male
2413614,shocked,8/5/2021 18:44,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,8/5/2021 18:44,2,25.0,Male
2413639,shocked,8/5/2021 18:58,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,8/5/2021 18:58,2,32.0,feminine
2413639,shocked,8/5/2021 18:58,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,8/5/2021 18:58,2,,in
2414482,shocked,10/5/2021 10:03,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,Shipping,10/5/2021 10:03,3,121.0,in
2414482,shocked,10/5/2021 10:03,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,10/5/2021 10:03,3,33.0,Male
2414482,shocked,10/5/2021 10:03,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,10/5/2021 10:03,3,22.0,Male
2415602,shocked,12/5/2021 11:46,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,12/5/2021 11:46,2,32.0,feminine
2415602,shocked,12/5/2021 11:46,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,joint transfer,12/5/2021 11:46,2,41.0,Male
2416547,shocked,5/13/2021 7:31:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Sunset,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,5/13/2021 7:31:00 PM,2,30.0,Male
2416955,shocked,5/14/2021 8:54:00 PM,20,0,0,0,0,inside garage,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,5/14/2021 8:54:00 PM,2,36.0,Male
2416955,shocked,5/14/2021 8:54:00 PM,20,0,0,0,0,inside garage,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/14/2021 8:54:00 PM,2,121.0,in
2417834,shocked,5/16/2021 3:38:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,Shipping,5/16/2021 3:38:00 PM,2,26.0,Male
2417834,shocked,5/16/2021 3:38:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,Shipping,5/16/2021 3:38:00 PM,2,32.0,Male
2417867,shocked,5/16/2021 4:20:00 PM,40,1,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,5/16/2021 4:20:00 PM,2,45.0,Male
2417867,shocked,5/16/2021 4:20:00 PM,40,1,0,0,0,Two directions not separated by a central island,dry,Jordan,first class,asphalt,day,Clear,flat straight,Exceeding the speed limit up to 20 km/h,Capital Governorate Amman,motor bike,5/16/2021 4:20:00 PM,2,45.0,Male
2418151,shocked,5/17/2021 9:24:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,mini ride on car,5/17/2021 9:24:00 AM,2,20.0,Male
2418151,shocked,5/17/2021 9:24:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/17/2021 9:24:00 AM,2,36.0,Male
2418383,shocked,5/17/2021 4:13:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/17/2021 4:13:00 PM,2,41.0,Male
2418383,shocked,5/17/2021 4:13:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,5/17/2021 4:13:00 PM,2,,in
2419529,shocked,5/19/2021 6:18:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/19/2021 6:18:00 PM,2,28.0,feminine
2419529,shocked,5/19/2021 6:18:00 PM,40,0,0,0,0,One-way,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,Shipping,5/19/2021 6:18:00 PM,2,52.0,Male
2419594,shocked,5/19/2021 8:53:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/19/2021 8:53:00 PM,2,,in
2419594,shocked,5/19/2021 8:53:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,joint transfer,5/19/2021 8:53:00 PM,2,23.0,Male
2420116,shocked,5/20/2021 6:36:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving the vehicle at a speed exceeding the prescribed limit by more than 30 km/h and up to 50 km/h,Capital Governorate Amman,mini ride on car,5/20/2021 6:36:00 PM,2,20.0,Male
2420116,shocked,5/20/2021 6:36:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Turning or turning the vehicle in a way that obstructs traffic or endangers road users,Capital Governorate Amman,mini ride on car,5/20/2021 6:36:00 PM,2,38.0,feminine
2420539,shocked,5/21/2021 9:58:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/21/2021 9:58:00 PM,2,49.0,feminine
2420539,shocked,5/21/2021 9:58:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,Night and road with enough light,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,5/21/2021 9:58:00 PM,2,30.0,Male
2421371,shocked,5/23/2021 3:18:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/23/2021 3:18:00 PM,2,27.0,Male
2421371,shocked,5/23/2021 3:18:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,mini ride on car,5/23/2021 3:18:00 PM,2,46.0,Male
2422606,shocked,5/25/2021 10:33:00 PM,60,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,5/25/2021 10:33:00 PM,2,,in
2422606,shocked,5/25/2021 10:33:00 PM,60,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,Night and insufficient lighting,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,5/25/2021 10:33:00 PM,2,,in
2427760,shocked,1/6/2021 14:39,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/6/2021 14:39,2,,in
2427760,shocked,1/6/2021 14:39,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,1/6/2021 14:39,2,27.0,Male
2427789,shocked,1/6/2021 15:31,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Sunset,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/6/2021 15:31,2,34.0,feminine
2427895,shocked,1/6/2021 18:25,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/6/2021 18:25,2,51.0,Male
2427895,shocked,1/6/2021 18:25,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,1/6/2021 18:25,2,,in
2428186,shocked,2/6/2021 12:49,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,joint transfer,2/6/2021 12:49,2,39.0,Male
2428186,shocked,2/6/2021 12:49,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/6/2021 12:49,2,27.0,feminine
2428563,shocked,3/6/2021 9:00,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,3/6/2021 9:00,2,42.0,feminine
2428563,shocked,3/6/2021 9:00,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,Bypassing the red lights,Capital Governorate Amman,medium ride,3/6/2021 9:00,2,49.0,Male
2429062,shocked,3/6/2021 23:05,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,Night and insufficient lighting,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,Shipping,3/6/2021 23:05,2,29.0,Male
2429062,shocked,3/6/2021 23:05,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,3/6/2021 23:05,2,26.0,Male
2429102,shocked,4/6/2021 0:45,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,4/6/2021 0:45,1,34.0,Male
2429166,shocked,4/6/2021 13:32,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,4/6/2021 13:32,2,27.0,feminine
2429166,shocked,4/6/2021 13:32,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,4/6/2021 13:32,2,57.0,Male
2429640,shocked,5/6/2021 15:57,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,5/6/2021 15:57,2,121.0,in
2429640,shocked,5/6/2021 15:57,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/6/2021 15:57,2,49.0,Male
2429811,shocked,5/6/2021 21:34,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/6/2021 21:34,2,45.0,Male
2429811,shocked,5/6/2021 21:34,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,5/6/2021 21:34,2,29.0,Male
2430026,shocked,6/6/2021 12:23,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,6/6/2021 12:23,2,23.0,Male
2430026,shocked,6/6/2021 12:23,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/6/2021 12:23,2,37.0,feminine
2431594,shocked,9/6/2021 14:10,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,9/6/2021 14:10,2,43.0,Male
2431594,shocked,9/6/2021 14:10,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,0,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,joint transfer,9/6/2021 14:10,2,121.0,in
2432539,shocked,11/6/2021 15:03,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,11/6/2021 15:03,2,34.0,feminine
2432539,shocked,11/6/2021 15:03,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Unidentified/Unidentified Driver,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,Shipping,11/6/2021 15:03,2,121.0,Male
2433471,shocked,6/13/2021 3:52:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/13/2021 3:52:00 PM,2,25.0,feminine
2433471,shocked,6/13/2021 3:52:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,6/13/2021 3:52:00 PM,2,,in
2435634,shocked,6/15/2021 8:19:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,take the wrong lane,Capital Governorate Amman,mini ride on car,6/15/2021 8:19:00 PM,2,31.0,feminine
2435634,shocked,6/15/2021 8:19:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/15/2021 8:19:00 PM,2,55.0,Male
2435965,shocked,6/16/2021 3:27:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/16/2021 3:27:00 PM,2,24.0,Male
2435965,shocked,6/16/2021 3:27:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,6/16/2021 3:27:00 PM,2,58.0,feminine
2436538,shocked,6/17/2021 4:51:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,Shipping,6/17/2021 4:51:00 PM,2,,in
2436538,shocked,6/17/2021 4:51:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,Shipping,6/17/2021 4:51:00 PM,2,19.0,Male
2437143,shocked,6/19/2021 10:37:00 AM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/19/2021 10:37:00 AM,2,63.0,feminine
2437143,shocked,6/19/2021 10:37:00 AM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,6/19/2021 10:37:00 AM,2,36.0,feminine
2437247,shocked,6/19/2021 2:18:00 PM,40,0,0,0,0,One-way,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/19/2021 2:18:00 PM,2,34.0,Male
2437247,shocked,6/19/2021 2:18:00 PM,40,0,0,0,0,One-way,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/19/2021 2:18:00 PM,2,44.0,Male
2437488,shocked,6/19/2021 9:51:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,first class,asphalt,Night and insufficient lighting,Clear,flat straight,There is no,Capital Governorate Amman,motor bike,6/19/2021 9:51:00 PM,2,45.0,Male
2437488,shocked,6/19/2021 9:51:00 PM,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and insufficient lighting,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,6/19/2021 9:51:00 PM,2,,in
2437901,shocked,6/20/2021 5:02:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/20/2021 5:02:00 PM,2,61.0,Male
2437901,shocked,6/20/2021 5:02:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Sixth class (A),asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/20/2021 5:02:00 PM,2,52.0,Male
2438094,shocked,6/21/2021 6:59:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/21/2021 6:59:00 AM,2,31.0,Male
2438094,shocked,6/21/2021 6:59:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,6/21/2021 6:59:00 AM,2,,in
2438684,shocked,6/22/2021 10:18:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/22/2021 10:18:00 AM,2,35.0,feminine
2438684,shocked,6/22/2021 10:18:00 AM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/22/2021 10:18:00 AM,2,28.0,feminine
2438838,Run over,6/22/2021 3:00:00 PM,40,1,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,6/22/2021 3:00:00 PM,1,33.0,Male
2438929,shocked,6/23/2021 7:55:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,Driving a vehicle without taking the necessary traffic safety precautions,Capital Governorate Amman,mini ride on car,6/23/2021 7:55:00 PM,2,50.0,Male
2438929,shocked,6/23/2021 7:55:00 PM,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/23/2021 7:55:00 PM,2,,in
2439990,shocked,6/24/2021 6:01:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/24/2021 6:01:00 PM,2,22.0,Male
2439990,shocked,6/24/2021 6:01:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/24/2021 6:01:00 PM,2,121.0,in
2440114,shocked,6/24/2021 9:48:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/24/2021 9:48:00 PM,2,32.0,Male
2440114,shocked,6/24/2021 9:48:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,6/24/2021 9:48:00 PM,2,25.0,feminine
2440238,shocked,6/25/2021 11:27:00 AM,60,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/25/2021 11:27:00 AM,2,53.0,feminine
2440470,shocked,6/25/2021 11:01:00 PM,50,1,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/25/2021 11:01:00 PM,3,53.0,Male
2440470,shocked,6/25/2021 11:01:00 PM,50,1,0,0,0,Two-way separated by a central island,dry,Jordan,0,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/25/2021 11:01:00 PM,3,,in
2440470,shocked,6/25/2021 11:01:00 PM,50,1,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,mini ride on car,6/25/2021 11:01:00 PM,3,,in
2440512,shocked,6/26/2021 3:57:00 AM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,Night and road with enough light,Clear,flat straight,The driver of the leaking vehicle suddenly changed,Capital Governorate Amman,joint transfer,6/26/2021 3:57:00 AM,1,25.0,Male
2440647,shocked,6/26/2021 2:15:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/26/2021 2:15:00 PM,2,53.0,Male
2440647,shocked,6/26/2021 2:15:00 PM,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/26/2021 2:15:00 PM,2,49.0,Male
2441813,shocked,6/28/2021 2:36:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,fourth class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,Shipping,6/28/2021 2:36:00 PM,3,,in
2441813,shocked,6/28/2021 2:36:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,6/28/2021 2:36:00 PM,3,64.0,Male
2441813,shocked,6/28/2021 2:36:00 PM,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,Sixth Class (A + B),asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,joint transfer,6/28/2021 2:36:00 PM,3,51.0,Male
2441985,shocked,6/28/2021 8:15:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/28/2021 8:15:00 PM,2,36.0,feminine
2441985,shocked,6/28/2021 8:15:00 PM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,Failure to observe the stop sign,Capital Governorate Amman,mini ride on car,6/28/2021 8:15:00 PM,2,24.0,Male
2443750,shocked,6/30/2021 1:03:00 AM,50,0,0,0,0,Two-way separated by a central island,dry,Jordan,Fifth class,asphalt,Night and road with enough light,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,Special Use Vehicle,6/30/2021 1:03:00 AM,1,42.0,Male
2444676,shocked,1/7/2021 17:50,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,Unidentified/Unidentified Driver,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,1/7/2021 17:50,2,121.0,Male
2444676,shocked,1/7/2021 17:50,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,1/7/2021 17:50,2,121.0,Male
2444980,shocked,2/7/2021 15:24,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,2/7/2021 15:24,2,47.0,feminine
2444980,shocked,2/7/2021 15:24,60,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver took the wrong lane,Capital Governorate Amman,mini ride on car,2/7/2021 15:24,2,121.0,in
2448654,shocked,5/7/2021 18:14,40,0,0,0,0,One-way,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,5/7/2021 18:14,2,51.0,feminine
2448654,shocked,5/7/2021 18:14,40,0,0,0,0,One-way,dry,Jordan,Sixth Class (A + B),asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,mini ride on car,5/7/2021 18:14,2,68.0,Male
2448944,shocked,6/7/2021 11:18,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,The driver should not leave the safe relay distance,Capital Governorate Amman,mini ride on car,6/7/2021 11:18,2,54.0,Male
2448944,shocked,6/7/2021 11:18,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/7/2021 11:18,2,,in
2449223,shocked,6/7/2021 18:37,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,day,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/7/2021 18:37,2,47.0,Male
2449223,shocked,6/7/2021 18:37,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,Sixth class (B),asphalt,day,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,The head of a locomotive not intended for shipment,6/7/2021 18:37,2,38.0,Male
2449330,shocked,6/7/2021 22:44,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,6/7/2021 22:44,2,38.0,Male
2449330,shocked,6/7/2021 22:44,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Violations of traffic rules and priorities,Capital Governorate Amman,mini ride on car,6/7/2021 22:44,2,28.0,Male
2449941,shocked,7/7/2021 23:18,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Reversing the vehicle that leads to an accident,Capital Governorate Amman,mini ride on car,7/7/2021 23:18,2,35.0,feminine
2449941,shocked,7/7/2021 23:18,40,0,0,0,0,Two-way separated by a central island,dry,Jordan,third class automatic,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,7/7/2021 23:18,2,25.0,Male
2449971,shocked,8/7/2021 2:40,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,0,asphalt,Night and road with enough light,Clear,flat straight,There is no,Capital Governorate Amman,mini ride on car,8/7/2021 2:40,2,,in
2449971,shocked,8/7/2021 2:40,40,0,0,0,0,Two directions not separated by a central island,dry,Jordan,third class,asphalt,Night and road with enough light,Clear,flat straight,Suddenly changed leak,Capital Governorate Amman,joint transfer,8/7/2021 2:40,2,25.0,Male
